"b_asc","b_cost","b_wq","logLike"
0,0,0,-3980.74425795613
0.0592974174707941,9.00780780401474e-05,-0.0576206108833318,-3882.79839586764
0.325960917484202,-0.00017699558747104,-0.276901642072453,-3663.58326907978
0.855679648893826,-0.00209460161117871,-0.329661203506066,-3553.38776541608
1.00492304082704,-0.00257238704249138,-0.294620583041977,-3549.06645102804
1.00943282940349,-0.00257889048145543,-0.289798144375816,-3549.06068880885
1.00955843378402,-0.00257862859643725,-0.289459491291749,-3549.06066478747
1.00955504550687,-0.00257861083299991,-0.289457516993174,-3549.06066478147
