"b_asc","b_cost","b_wq_local","b_wq_nonlocal","logLike"
0,0,0,0,-3955.79095945596
0.0594526407186146,9.13416367955256e-05,-0.0646911183513701,-0.051029825884013,-3857.27831006133
0.326288018637517,-0.000172380082314129,-0.324676099710909,-0.23283688412015,-3636.79112253365
0.859325185558619,-0.00210740712292411,-0.416625549901227,-0.250546583611849,-3527.21224264732
0.999185275388614,-0.00255835046661826,-0.396951934379939,-0.209518151750956,-3523.38841228462
1.00306975891275,-0.00256433635548194,-0.390817264657774,-0.207768947039918,-3523.38173645575
1.00336012473951,-0.0025641516480582,-0.389826480183972,-0.207501261351927,-3523.38161322281
1.00335238019512,-0.00256411989957742,-0.389822101594417,-0.207501188507169,-3523.38161320107
